sim_time,wall_time,state,joint,desired_position,actual_position,position_error,desired_velocity,actual_velocity,velocity_error,command_age,base_velocity,base_yaw_rate,base_acceleration,base_yaw_acceleration,drive_effort,estimated_saturated,panel_bottom,panel_width_world_x,panel_length_world_z,base_tilt_degrees,panel_penetration_m,overlap_buffer_full,base_x,base_z,physics_ticks,accepted_commands,rejected_commands,robot_min_x,robot_max_x,robot_min_z,robot_max_z
734.97973959041951,40103.5362184,HOLD,shoulder_pan_joint,1.5735716819763184,1.5747697353363037,-0.0011980533599853516,0,0.0023467717692255974,-0.0023467717692255974,0.012627700001758058,0.00019569521828088909,0.00026479101506993175,0,0,-0.33683818578720093,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36750,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.97973959041951,40103.5363066,HOLD,shoulder_lift_joint,0.017673233523964882,0.023715145885944366,-0.0060419123619794846,0,-0.012592704966664314,0.012592704966664314,0.012703600004897453,0.00019569521828088909,0.00026479101506993175,0,0,-11.764608383178711,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36750,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.97973959041951,40103.5363692,HOLD,elbow_joint,0.0049420581199228764,0.0067398352548480034,-0.001797777134925127,0,0.0064658662304282188,-0.0064658662304282188,0.012767899999744259,0.00019569521828088909,0.00026479101506993175,0,0,-10.145181655883789,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36750,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.97973959041951,40103.5364299,HOLD,wrist_1_joint,-0.00068063935032114387,-0.0010658401297405362,0.00038520077941939235,0,-0.00051207659998908639,0.00051207659998908639,0.012828000006265938,0.00019569521828088909,0.00026479101506993175,0,0,0.13893924653530121,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36750,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.97973959041951,40103.5364967,HOLD,wrist_2_joint,1.6156182289123535,1.6304237842559814,-0.01480555534362793,0,0.001020725117996335,-0.001020725117996335,0.012892400001874194,0.00019569521828088909,0.00026479101506993175,0,0,-9.5864038467407227,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36750,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.97973959041951,40103.5365568,HOLD,wrist_3_joint,3.7377812986960635E-05,-1.91664912563283E-06,3.9294462112593465E-05,0,0.00048923236317932606,-0.00048923236317932606,0.012955000005604234,0.00019569521828088909,0.00026479101506993175,0,0,-0.0059229256585240364,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36750,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.99973958333328,40103.5563974,HOLD,shoulder_pan_joint,1.5735716819763184,1.5747697353363037,-0.0011980533599853516,0,0.0023467717692255974,-0.0023467717692255974,0.032802400004584342,0.00019569521828088909,0.00026479101506993175,0,0,-0.33683818578720093,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36751,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.99973958333328,40103.5564748,HOLD,shoulder_lift_joint,0.017673233523964882,0.023715145885944366,-0.0060419123619794846,0,-0.012592704966664314,0.012592704966664314,0.032871000003069639,0.00019569521828088909,0.00026479101506993175,0,0,-11.764608383178711,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36751,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.99973958333328,40103.5565395,HOLD,elbow_joint,0.0049420581199228764,0.0067398352548480034,-0.001797777134925127,0,0.0064658662304282188,-0.0064658662304282188,0.032936300005530939,0.00019569521828088909,0.00026479101506993175,0,0,-10.145181655883789,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36751,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.99973958333328,40103.5565994,HOLD,wrist_1_joint,-0.00068063935032114387,-0.0010658401297405362,0.00038520077941939235,0,-0.00051207659998908639,0.00051207659998908639,0.0329972000035923,0.00019569521828088909,0.00026479101506993175,0,0,0.13893924653530121,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36751,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.99973958333328,40103.556722,HOLD,wrist_2_joint,1.6156182289123535,1.6304237842559814,-0.01480555534362793,0,0.001020725117996335,-0.001020725117996335,0.033119600004283711,0.00019569521828088909,0.00026479101506993175,0,0,-9.5864038467407227,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36751,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
734.99973958333328,40103.5567835,HOLD,wrist_3_joint,3.7377812986960635E-05,-1.91664912563283E-06,3.9294462112593465E-05,0,0.00048923236317932606,-0.00048923236317932606,0.033181300001160707,0.00019569521828088909,0.00026479101506993175,0,0,-0.0059229256585240364,0,0.69895625114440918,0.15787124633789063,1.2007484436035156,0.05934702605009079,0,0,7.7255611419677734,-8.6676568984985352,36751,15100,416,7.3557147979736328,8.0954055786132813,-9.1888446807861328,-7.9880962371826172
