sim_time,wall_time,state,joint,desired_position,actual_position,position_error,desired_velocity,actual_velocity,velocity_error,command_age,base_velocity,base_yaw_rate,base_acceleration,base_yaw_acceleration,drive_effort,estimated_saturated,panel_bottom,panel_width_world_x,panel_length_world_z,base_tilt_degrees,panel_penetration_m,overlap_buffer_full,base_x,base_z,physics_ticks,accepted_commands,rejected_commands,robot_min_x,robot_max_x,robot_min_z,robot_max_z
135.25995207624717,39499.8512195,HOLD,shoulder_pan_joint,1.5707963267948966,1.5719637870788574,-0.0011674602839608639,0,0.000250441487878561,-0.000250441487878561,0.0661757000052603,0.00036204379284754395,0.0012741436948999763,0,0,-0.34454402327537537,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6764,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
135.25995207624717,39499.8512728,HOLD,shoulder_lift_joint,0,0.0052749686874449253,-0.0052749686874449253,0,-0.011037060990929604,0.011037060990929604,0.066224000001966488,0.00036204379284754395,0.0012741436948999763,0,0,-10.130965232849121,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6764,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
135.25995207624717,39499.8513208,HOLD,elbow_joint,0,0.0018945209449157119,-0.0018945209449157119,0,0.005662302952259779,-0.005662302952259779,0.066272200005187187,0.00036204379284754395,0.0012741436948999763,0,0,-9.7186870574951172,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6764,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
135.25995207624717,39499.8513621,HOLD,wrist_1_joint,0,-0.0002521233691368252,0.0002521233691368252,0,0.00027808384038507938,-0.00027808384038507938,0.066313100003753789,0.00036204379284754395,0.0012741436948999763,0,0,0.0952317863702774,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6764,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
135.25995207624717,39499.8514034,HOLD,wrist_2_joint,1.5707963267948966,1.5856006145477295,-0.014804287752832934,0,0.0015942330937832594,-0.0015942330937832594,0.0663563999987673,0.00036204379284754395,0.0012741436948999763,0,0,-9.6301755905151367,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6764,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
135.25995207624717,39499.851447,HOLD,wrist_3_joint,0,-2.2492231437354349E-05,2.2492231437354349E-05,0,0.00019990000873804092,-0.00019990000873804092,0.066398000002664048,0.00036204379284754395,0.0012741436948999763,0,0,0.0090191839262843132,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6764,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
135.279952069161,39499.8517037,HOLD,shoulder_pan_joint,1.5707963267948966,1.5719637870788574,-0.0011674602839608639,0,0.000250441487878561,-0.000250441487878561,0.06665630000497913,0.00036204379284754395,0.0012741436948999763,0,0,-0.34454402327537537,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6765,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
135.279952069161,39499.8517471,HOLD,shoulder_lift_joint,0,0.0052749686874449253,-0.0052749686874449253,0,-0.011037060990929604,0.011037060990929604,0.06669780000083847,0.00036204379284754395,0.0012741436948999763,0,0,-10.130965232849121,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6765,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
135.279952069161,39499.8517885,HOLD,elbow_joint,0,0.0018945209449157119,-0.0018945209449157119,0,0.005662302952259779,-0.005662302952259779,0.0667399000012665,0.00036204379284754395,0.0012741436948999763,0,0,-9.7186870574951172,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6765,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
135.279952069161,39499.8518286,HOLD,wrist_1_joint,0,-0.0002521233691368252,0.0002521233691368252,0,0.00027808384038507938,-0.00027808384038507938,0.066779400003724732,0.00036204379284754395,0.0012741436948999763,0,0,0.0952317863702774,0,0.71393561363220215,0.067494839429855347,1.2001762390136719,0,0,0,6.67572021484375E-06,12.000110626220703,6765,2876,8,-0.36500212550163269,0.36501190066337585,11.480316162109375,12.680492401123047
